time(s),current(A),cart position(m),pendulum angle(rad)
0.00768,0.026,0,-3.14159265358
0.011136,-0.052,0,-3.14159265358
0.014848,0,0,-3.14159265358
0.018496,0.026,0,-3.14159265358
0.022208,0.234,1.8E-05,-3.14080725541661
0.026112,0.338,7.2E-05,-3.14080725541661
0.030016,0.468,0.000126,-3.14080725541661
0.033984,0.52,0.000252,-3.14080725541661
0.037952,0.624,0.000468,-3.14002185725321
0.041984,0.676,0.000756,-3.13923645908981
0.045952,0.832,0.001134,-3.13845106092642
0.050048,0.884,0.001656,-3.13688026459963
0.054144,0.988,0.002304,-3.13530946827284
0.058304,1.04,0.003096,-3.13373867194605
0.062592,1.014,0.00405,-3.13059707929247
0.066816,1.222,0.005184,-3.12902628296568
0.07104,1.482,0.006462,-3.1250992921487
0.075264,1.378,0.007992,-3.12195769949512
0.079488,1.43,0.009666,-3.11881610684154
0.083776,1.612,0.011592,-3.11410371786117
0.088064,1.482,0.013824,-3.10939132888081
0.092416,1.69,0.016182,-3.10467893990043
0.096704,1.664,0.018918,-3.09603956010309
0.101056,1.872,0.021816,-3.08975637479593
0.105472,1.716,0.025056,-3.08347318948877
0.109888,1.794,0.028638,-3.07561920785482
0.114304,1.924,0.032454,-3.06540903173068
0.11872,1.872,0.036594,-3.05676965193334
0.123136,1.898,0.04104,-3.04577407764581
0.127552,1.872,0.045774,-3.03556390152168
0.131968,1.768,0.050796,-3.02692452172433
0.136384,1.794,0.056124,-3.01278735478322
0.1408,1.586,0.061704,-3.00100638233229
0.145216,1.508,0.0675,-2.98765461355458
0.149632,1.248,0.07353,-2.97430284477686
0.154048,1.3,0.079722,-2.96409266865273
0.158464,1.3,0.086112,-2.94681390905804
0.16288,1.014,0.092628,-2.93267674211693
0.167296,1.024,0.099288,-2.920895769666
0.171712,0.988,0.106038,-2.90440240823471
0.176128,0.858,0.112914,-2.8902652412936
0.180544,0.768,0.119862,-2.8745572780257
0.18496,0.728,0.126882,-2.85963471292119
0.18944,0.858,0.133992,-2.84549754598008
0.193856,0.702,0.141138,-2.83293117536576
0.198272,0.832,0.148338,-2.81565241577107
0.202688,0.546,0.155538,-2.80151524882996
0.207104,0.728,0.16281,-2.78659268372546
0.21152,0.468,0.170046,-2.77245551678435
0.215808,0.512,0.177156,-2.76145994249682
0.22016,0.364,0.184284,-2.74418118290213
0.224512,0.598,0.191376,-2.73161481228781
0.2288,0.26,0.19845,-2.71826304351009
0.233152,0.442,0.205524,-2.70648207105917
0.237504,0.234,0.212544,-2.69155950595466
0.241856,0.312,0.219528,-2.67899313534034
0.246144,0.13,0.226404,-2.66956835737961
0.250432,0.13,0.233118,-2.6546457922751
0.25472,0.156,0.239868,-2.64365021798757
0.2592,-0.13,0.246618,-2.63422544002683
0.26368,-0.156,0.253332,-2.62165906941251
0.26816,-0.364,0.259902,-2.61301968961516
0.272704,-0.546,0.266256,-2.60045331900085
0.277184,-0.572,0.272394,-2.59259933736689
0.281664,-0.702,0.27828,-2.58395995756955
0.286208,-0.884,0.283878,-2.576891374099
0.290816,-1.04,0.289332,-2.57060818879183
0.295488,-1.17,0.294534,-2.56275420715788
0.30016,-1.248,0.299376,-2.55882721634091
0.304832,-1.404,0.303858,-2.55411482736054
0.309504,-1.43,0.307962,-2.55018783654357
0.314176,-1.536,0.31167,-2.54861704021677
0.318848,-1.43,0.314946,-2.54704624388998
0.32352,-1.664,0.317772,-2.54704624388998
0.328192,-1.56,0.320112,-2.54861704021677
0.332864,-1.768,0.322074,-2.54940243838017
0.337536,-1.742,0.323496,-2.55332942919714
0.342208,-1.82,0.32445,-2.55804181817751
0.34688,-1.872,0.324972,-2.56353960532128
0.351552,-1.638,0.325026,-2.57139358695523
0.356224,-1.898,0.324594,-2.57767677226239
0.36096,-1.82,0.323784,-2.58867234654992
0.365632,-1.924,0.32256,-2.59652632818387
0.370304,-1.976,0.320904,-2.6075219024714
0.374976,-1.742,0.318906,-2.6224444675759
0.379648,-2.054,0.31653,-2.63579623635362
0.38432,-1.586,0.313722,-2.64679181064115
0.388992,-1.794,0.31059,-2.66407057023584
0.393664,-1.872,0.307116,-2.68213472799393
0.398336,-1.456,0.303282,-2.69470109860824
0.403008,-1.56,0.299124,-2.71590684901991
0.40768,-1.56,0.294678,-2.73554180310479
0.412352,-1.456,0.289944,-2.75046436820929
0.417024,-1.248,0.28494,-2.77481171127454
0.421696,-1.04,0.279702,-2.79680285984959
0.426368,-1.066,0.274212,-2.81408161944429
0.431104,-1.066,0.268542,-2.84078515699971
0.435648,-1.092,0.262818,-2.8588493147578
0.440256,-0.91,0.256932,-2.88084046333286
0.444736,-0.572,0.251046,-2.90440240823471
0.44928,-0.546,0.245088,-2.92717895497317
0.45376,-0.546,0.239058,-2.94917010354823
0.458304,-0.338,0.232992,-2.97430284477686
0.462784,-0.078,0.226908,-2.99707939151532
0.4672,0.026,0.221004,-3.02299753090736
0.47136,-0.026,0.215442,-3.04184708682884
0.475712,0,0.2097,-3.06776522622087
0.479872,0.26,0.204336,-3.08740018030575
0.484224,0.338,0.19881,-3.1109621252076
0.488512,0.52,0.193428,-3.13216787561926
0.492864,0.52,0.18828,-3.15180282970414
0.497216,0.676,0.183258,-3.17065238562561
0.501504,0.91,0.178488,-3.19028733971049
0.505984,0.936,0.173898,-3.20992229379536
0.5104,1.066,0.169524,-3.23348423869721
0.51488,1.144,0.16542,-3.2515483964553
0.51936,1.17,0.16164,-3.26961255421339
0.523904,1.3,0.158184,-3.28767671197147
0.528384,1.378,0.155124,-3.30259927707597
0.532864,1.56,0.15246,-3.31516564769029
0.537408,1.586,0.150192,-3.3308736109582
0.541888,1.612,0.148338,-3.34501077789931
0.546368,1.69,0.146952,-3.35757714851363
0.550912,1.716,0.14598,-3.37014351912795
0.555392,1.536,0.145476,-3.37799750076189
0.559936,1.846,0.145404,-3.38820767688603
0.564416,2.08,0.145746,-3.39606165851998
0.568896,1.924,0.146574,-3.40077404750035
0.57344,2.028,0.14769,-3.4078426309709
0.57792,1.846,0.149184,-3.41334041811467
0.5824,1.976,0.15111,-3.41569661260486
0.586944,1.742,0.15327,-3.42197979791201
0.591424,1.898,0.155862,-3.42276519607541
0.595968,1.716,0.158778,-3.4243359924022
0.600448,1.792,0.161946,-3.42590678872899
0.604928,1.872,0.16551,-3.4243359924022
0.609472,1.56,0.169326,-3.4243359924022
0.613952,1.56,0.173394,-3.42276519607541
0.618432,1.456,0.177804,-3.41883820525843
0.622976,1.28,0.182394,-3.41805280709504
0.627456,1.274,0.187218,-3.41412581627807
0.632,1.092,0.192258,-3.4078426309709
0.63648,0.988,0.197478,-3.40548643648072
0.640896,0.858,0.202734,-3.39998864933696
0.645248,0.676,0.208062,-3.3937054640298
0.649536,0.78,0.213444,-3.38899307504943
0.653888,0.728,0.218898,-3.38192449157887
0.65824,0.676,0.224424,-3.37642670443511
0.662592,0.39,0.22995,-3.37014351912795
0.66688,0.13,0.235494,-3.36386033382079
0.671232,0.104,0.24102,-3.35679175035023
0.675584,-0.052,0.246474,-3.35207936136986
0.68,-0.026,0.251946,-3.34422537973591
0.684416,-0.156,0.257346,-3.33794219442875
0.688896,-0.286,0.262674,-3.33244440728499
0.69344,-0.52,0.267822,-3.32616122197782
0.69792,-0.676,0.272808,-3.32066343483406
0.702464,-0.65,0.27756,-3.31516564769029
0.706944,-0.806,0.282042,-3.31123865687332
0.711552,-0.988,0.286326,-3.30731166605634
0.716096,-1.196,0.290304,-3.30259927707597
0.720768,-1.274,0.294012,-3.30024308258579
0.725504,-1.274,0.297306,-3.298672286259
0.730176,-1.456,0.30024,-3.29710148993221
0.734848,-1.456,0.302742,-3.29710148993221
0.73952,-1.638,0.304812,-3.29788688809561
0.744192,-1.56,0.306414,-3.298672286259
0.748864,-1.638,0.30762,-3.30102848074919
0.753536,-1.794,0.308286,-3.30417007340276
0.758208,-1.846,0.308484,-3.30966786054653
0.76288,-1.846,0.308286,-3.3143802495269
0.767552,-1.95,0.307638,-3.32144883299746
0.772224,-1.846,0.30654,-3.3293028146314
0.776896,-1.924,0.305082,-3.33480060177517
0.781568,-1.872,0.303282,-3.34501077789931
0.786304,-1.794,0.301032,-3.35522095402344
0.790976,-1.794,0.298422,-3.36386033382079
0.795648,-1.768,0.29556,-3.37564130627171
0.80032,-1.924,0.292356,-3.38585148239585
0.804992,-1.56,0.288774,-3.40077404750035
0.809664,-1.378,0.284922,-3.41019882546109
0.814336,-1.534,0.280854,-3.4251213905656
0.819008,-1.3,0.276552,-3.43611696485313
0.82368,-1.43,0.272016,-3.45261032628442
0.828352,-1.378,0.267282,-3.46674749322553
0.833024,-1.222,0.262422,-3.47931386383985
0.837632,-1.118,0.257526,-3.49266563261757
0.84224,-0.754,0.252504,-3.50837359588547
0.84672,-0.676,0.247536,-3.52172536466318
0.851264,-0.442,0.242568,-3.53507713344089
0.855744,-0.312,0.237528,-3.549214300382
0.860224,-0.286,0.232524,-3.56256606915972
0.864704,-0.156,0.227718,-3.57434704161064
0.868992,0.026,0.223002,-3.58691341222496
0.87328,0.26,0.218502,-3.59555279202231
0.877568,0.234,0.214038,-3.60654836630984
0.88192,0.286,0.209718,-3.61911473692416
0.886272,0.494,0.205578,-3.62932491304829
0.89056,0.754,0.201618,-3.63874969100903
0.894912,0.884,0.197928,-3.64581827447959
0.899328,1.04,0.194418,-3.65524305244033
0.903872,1.196,0.191124,-3.66152623774749
0.908352,1.222,0.188154,-3.66859482121804
0.912832,1.352,0.185544,-3.6756634046886
0.917376,1.43,0.183276,-3.67959039550557
0.921856,1.638,0.181404,-3.68273198815915
0.926336,1.508,0.179874,-3.68744437713952
0.93088,1.638,0.178794,-3.68822977530292
0.93536,1.716,0.178146,-3.68744437713952
0.939904,1.768,0.177894,-3.68822977530292
0.944384,1.716,0.178038,-3.68822977530292
0.948864,1.872,0.178632,-3.68430278448595
0.953408,2.08,0.179568,-3.68273198815915
0.957888,2.08,0.180864,-3.67880499734218
0.962368,1.898,0.182556,-3.67330721019842
0.966912,2.132,0.184608,-3.66623862672786
0.971392,1.846,0.18693,-3.6599554414207
0.975936,1.95,0.189666,-3.65053066345996
0.980416,1.612,0.192708,-3.64267668182601
0.984896,1.742,0.196038,-3.63246650570187
0.98944,1.664,0.199728,-3.62147093141435
0.99392,1.586,0.203616,-3.612831551617
0.9984,1.378,0.207846,-3.5979089865125
1.002944,1.326,0.21231,-3.58691341222496
1.007552,1.144,0.217062,-3.57513243977404
1.01216,0.988,0.222048,-3.56099527283293
1.01664,0.884,0.22716,-3.54214571691145
1.021056,0.806,0.232254,-3.53115014262392
1.025472,0.65,0.237492,-3.51308598486583
1.029952,0.598,0.24282,-3.49737802159793
1.034368,0.494,0.248202,-3.48481165098362
1.038784,0.338,0.253584,-3.46596209506213
1.0432,0.208,0.258966,-3.44946873363084
1.047552,-0.026,0.26424,-3.43376077036294
1.052096,-0.234,0.269658,-3.41962360342183
1.056704,-0.312,0.275076,-3.39998864933696
1.061248,-0.39,0.280332,-3.38742227872264
1.065856,-0.676,0.285444,-3.36700192647436
1.070464,-0.728,0.290376,-3.35365015769665
1.075072,-0.858,0.295038,-3.33715679626536
1.079744,-1.28,0.299502,-3.32380502748764
1.084544,-1.222,0.30375,-3.30888246238314
1.08928,-1.248,0.307656,-3.29474529544203
1.09408,-1.404,0.31113,-3.28060812850092
1.098816,-1.534,0.314208,-3.26882715604999
1.103616,-1.482,0.316836,-3.25704618359907
1.108416,-1.664,0.319014,-3.24683600747493
1.113152,-1.56,0.320688,-3.235055035024
1.117952,-1.742,0.321948,-3.22720105339005
1.122688,-1.846,0.322614,-3.2201324699195
1.127488,-1.768,0.322794,-3.21384928461234
1.132224,-1.898,0.322506,-3.20913689563197
1.137024,-2.002,0.321714,-3.205209904815
1.14176,-1.872,0.320526,-3.20206831216141
1.14656,-1.898,0.318924,-3.20049751583463
1.151296,-1.872,0.316908,-3.19814132134444
1.156096,-1.872,0.314496,-3.19814132134444
1.160896,-1.794,0.311778,-3.19892671950783
1.165632,-1.456,0.308664,-3.20049751583463
1.170432,-1.456,0.305262,-3.20206831216141
1.175168,-1.586,0.301572,-3.2044245066516
1.179968,-1.378,0.297612,-3.20756609930518
1.184704,-1.04,0.293454,-3.20992229379536
1.189504,-0.936,0.28908,-3.21542008093913
1.194112,-0.65,0.284688,-3.21777627542931
1.19872,-0.598,0.28017,-3.22327406257308
1.203328,-0.65,0.275598,-3.22720105339005
1.207872,-0.442,0.270954,-3.23191344237043
1.21248,-0.312,0.26631,-3.23741122951419
1.217088,-0.234,0.261702,-3.24055282216777
1.221504,-0.104,0.257292,-3.24447981298474
1.226048,0.052,0.252882,-3.24919220196512
1.2304,0.156,0.24876,-3.2523337946187
1.234816,0.416,0.244674,-3.25468998910888
1.239232,0.546,0.240786,-3.25861697992585
1.243648,0.702,0.237096,-3.26018777625264
1.248128,0.806,0.23364,-3.26097317441604
1.252608,0.962,0.2304,-3.26254397074283
1.257152,1.066,0.227448,-3.26254397074283
1.26176,1.378,0.224784,-3.26175857257943
1.266304,1.352,0.222516,-3.26097317441604
1.270912,1.586,0.220608,-3.25783158176246
1.27552,1.534,0.219168,-3.25390459094548
1.280128,1.716,0.218124,-3.24997760012851
1.284736,1.742,0.217548,-3.24290901665795
1.289344,1.872,0.217458,-3.23819662767759
1.293952,1.976,0.217746,-3.23112804420703
1.298496,1.872,0.218556,-3.21856167359271
1.303104,2.002,0.21969,-3.21070769195876
1.307712,1.82,0.221184,-3.19892671950783
1.31232,1.924,0.22311,-3.1879311452203
1.316928,1.716,0.225342,-3.17536477460599
1.321536,1.976,0.227952,-3.16122760766487
1.326144,1.664,0.230868,-3.14866123705055
1.330688,1.742,0.234108,-3.13216787561926
1.335296,1.794,0.23769,-3.11960150500494
1.339904,1.404,0.24147,-3.10546433806383
1.344512,1.248,0.245556,-3.08740018030575
1.34912,1.196,0.24984,-3.06697982805747
1.353728,1.17,0.254322,-3.05048646662618
1.358272,1.04,0.258948,-3.03320770703149
1.362816,0.806,0.263628,-3.0151435492734
1.367232,0.702,0.268326,-2.99786478967871
1.371648,0.65,0.273006,-2.98058603008403
1.376128,0.39,0.27774,-2.96644886314292
1.380544,0.338,0.282456,-2.94524311273125
1.384896,0.182,0.28701,-2.92874975129995
1.389376,-0.078,0.291636,-2.91225638986866
1.39392,-0.208,0.296172,-2.89733382476415
1.398528,-0.234,0.300654,-2.87848426884267
1.403136,-0.624,0.304884,-2.86277630557478
1.40768,-0.91,0.30888,-2.84942453679706
1.412288,-0.91,0.312606,-2.83293117536576
1.417024,-0.962,0.316098,-2.81879400842465
1.421696,-1.248,0.319212,-2.80779843413712
1.426432,-1.378,0.321984,-2.7960174616862
1.431232,-1.404,0.32436,-2.78423648923528
1.435968,-1.508,0.326304,-2.77481171127454
1.440768,-1.586,0.327762,-2.7646015351504
1.445568,-1.716,0.32868,-2.75753295167984
1.450304,-1.768,0.329184,-2.75124976637268
1.455104,-1.768,0.329184,-2.74496658106553
1.45984,-2.048,0.328698,-2.74103959024855
1.46464,-1.924,0.327816,-2.73868339575836
1.469376,-1.924,0.326466,-2.73711259943157
1.474176,-1.95,0.324666,-2.73632720126818
1.478912,-1.742,0.322542,-2.73711259943157
1.483712,-1.638,0.320004,-2.73711259943157
1.488512,-1.742,0.31707,-2.74103959024855
1.493248,-1.482,0.313812,-2.74339578473873
1.498048,-1.664,0.310266,-2.74653737739232
1.502784,-1.586,0.306396,-2.75360596086287
1.507584,-1.326,0.302274,-2.75831834984324
1.51232,-1.092,0.297936,-2.76538693331379
1.51712,-0.884,0.2934,-2.77245551678435
1.521728,-0.624,0.288864,-2.77873870209151
1.526336,-0.52,0.28422,-2.78737808188886
1.530944,-0.364,0.279486,-2.7960174616862
1.535488,-0.156,0.274734,-2.80151524882996
1.540096,-0.13,0.27,-2.81015462862731
1.544576,0,0.265428,-2.82036480475145
1.5488,0.156,0.261162,-2.82664799005861
1.553216,0.286,0.256752,-2.83528736985595
1.557632,0.494,0.252522,-2.84157055516311
1.562112,0.754,0.248472,-2.84942453679706
1.566528,0.884,0.244566,-2.8580639165944
1.571008,0.988,0.240894,-2.86434710190157
1.575552,1.014,0.237438,-2.87063028720872
1.58016,1.28,0.23427,-2.87612807435249
1.584768,1.378,0.231426,-2.88162586149625
1.589312,1.508,0.228996,-2.88633825047662
1.59392,1.456,0.226926,-2.89105063945699
1.598528,1.768,0.22527,-2.89262143578378
1.603136,1.742,0.224082,-2.89497763027397
1.607744,1.82,0.22329,-2.89654842660076
1.612352,1.742,0.223002,-2.89654842660076
1.61696,1.872,0.223074,-2.89654842660076
1.621504,2.028,0.223578,-2.89497763027397
1.626112,1.792,0.22446,-2.89340683394718
1.63072,1.846,0.225666,-2.89183603762039
1.635328,1.794,0.227268,-2.88712364864002
1.639936,1.898,0.229176,-2.88476745414983
1.644544,1.612,0.231372,-2.88084046333286
1.649088,1.716,0.233946,-2.87377187986231
1.653696,1.404,0.236682,-2.87063028720872
1.658304,1.3,0.239742,-2.86277630557478
1.662912,1.352,0.242982,-2.85727851843101
1.66752,0.936,0.246384,-2.85335152761404
1.671936,0.832,0.249822,-2.84471214781669
1.676352,0.754,0.253332,-2.83921436067293
1.680768,0.624,0.256914,-2.83371657352916
1.685248,0.286,0.260514,-2.82664799005861
1.689664,0.156,0.26415,-2.81957940658805
1.69408,0.13,0.267714,-2.81486701760768
1.698624,-0.104,0.271278,-2.80858383230052
1.703168,-0.234,0.274806,-2.80387144332015
1.707776,-0.468,0.278172,-2.79837365617639
1.712384,-0.572,0.28134,-2.79366126719602
1.716992,-0.858,0.284328,-2.79051967454243
1.721664,-0.962,0.28701,-2.78737808188886
1.7264,-1.144,0.289422,-2.78502188739867
1.731136,-1.248,0.291492,-2.78423648923528
1.735936,-1.404,0.293202,-2.78266569290848
1.740672,-1.56,0.29448,-2.78423648923528
1.745472,-1.56,0.295272,-2.78737808188886
1.750208,-1.742,0.295704,-2.78894887821564
1.755008,-1.664,0.29565,-2.79444666535941
1.759744,-1.898,0.29511,-2.79994445250318
1.764544,-1.794,0.294192,-2.80465684148354
1.769344,-2.106,0.292878,-2.81408161944429
1.77408,-1.846,0.291078,-2.82272099924163
1.77888,-2.048,0.288918,-2.83293117536576
1.783616,-2.048,0.286362,-2.8423559533265
1.788416,-1.794,0.28341,-2.85335152761404
1.793152,-1.534,0.28008,-2.86827409271854
1.797952,-1.508,0.276462,-2.88005506516946
1.802688,-1.742,0.272538,-2.89419223211057
1.807488,-1.378,0.268326,-2.91147099170526
1.812288,-1.222,0.26388,-2.92482276048298
1.817024,-0.962,0.259218,-2.94367231640446
1.821632,-0.806,0.254556,-2.95938027967236
1.82624,-0.598,0.249786,-2.97587364110365
1.830848,-0.442,0.244926,-2.99079620620816
1.835456,-0.416,0.240048,-3.01043116029304
1.840064,-0.104,0.235152,-3.02692452172433
1.844544,0.156,0.230382,-3.04341788315562
1.84896,0.234,0.225792,-3.05991124458692
1.853376,0.494,0.221292,-3.07247761520124
1.857856,0.624,0.216972,-3.09054177295932
1.862272,0.78,0.21285,-3.10310814357364
1.866752,0.962,0.208908,-3.11803070867815
1.871296,1.04,0.205236,-3.13138247745586
1.875904,1.222,0.201834,-3.14551964439697
1.880512,1.404,0.198792,-3.15887141317469
1.88512,1.56,0.196164,-3.16986698746222
1.889664,1.508,0.193932,-3.18321875623994
1.894272,1.638,0.192132,-3.19342893236407
1.89888,1.82,0.190818,-3.20128291399802
1.903488,1.82,0.189936,-3.20756609930518
1.908096,1.846,0.189558,-3.21620547910253
1.912704,1.846,0.189594,-3.22170326624629
1.917312,1.95,0.190044,-3.22641565522666
1.921856,1.95,0.190908,-3.22877184971685
1.926464,1.794,0.192096,-3.23269884053382
1.931072,1.794,0.19368,-3.23426963686061
1.93568,1.742,0.195606,-3.23426963686061
1.940288,1.586,0.19782,-3.23662583135079
1.944896,1.56,0.200358,-3.235055035024
1.949504,1.222,0.20313,-3.23426963686061
1.954048,1.248,0.206154,-3.23348423869721
1.958656,1.144,0.209358,-3.23112804420703
1.9632,0.832,0.212688,-3.22877184971685
1.967616,0.624,0.216054,-3.22720105339005
1.972032,0.624,0.219474,-3.22327406257308
1.976448,0.416,0.22293,-3.22091786808289
1.980928,0.104,0.226404,-3.21777627542931
1.985344,0.078,0.22986,-3.21463468277574
1.98976,-0.156,0.23319,-3.21227848828555
1.994368,-0.364,0.23652,-3.20913689563197
1.998976,-0.468,0.239724,-3.20678070114179
2.003584,-0.728,0.242712,-3.2044245066516
2.008192,-1.024,0.24543,-3.20363910848821
2.012928,-0.988,0.24795,-3.20363910848821
2.0176,-1.28,0.250092,-3.20206831216141
2.0224,-1.404,0.251856,-3.2044245066516
2.0272,-1.534,0.253224,-3.20599530297839
2.031936,-1.586,0.254196,-3.20835149746857
2.036736,-1.742,0.254646,-3.21227848828555
2.041472,-1.82,0.254646,-3.21777627542931
2.046272,-2.028,0.254196,-3.22248866440968
2.051008,-1.82,0.25335,-3.23112804420703
2.055808,-1.898,0.25209,-3.23819662767759
2.060608,-1.846,0.250398,-3.24762140563832
2.065344,-1.768,0.248292,-3.25704618359907
2.070144,-1.794,0.245844,-3.26490016523302
2.07488,-1.612,0.24309,-3.27825193401073
2.07968,-1.768,0.239958,-3.28924750829826
2.084416,-1.326,0.236484,-3.30024308258579
2.089216,-1.378,0.232794,-3.3135948513635
2.093952,-1.326,0.228906,-3.32616122197782
2.098752,-1.014,0.224784,-3.34029838891893
2.103424,-0.962,0.220572,-3.35365015769665
2.108032,-0.572,0.216378,-3.36935812096455
2.11264,-0.234,0.21213,-3.38349528790566
2.117248,-0.26,0.207864,-3.3937054640298
2.121664,-0.156,0.20385,-3.4086280291343
2.126208,0.052,0.199782,-3.42119439974862
2.130496,0.182,0.196002,-3.43140457587275
2.134976,0.494,0.192312,-3.44161475199689
2.139392,0.676,0.188766,-3.4549665207746
2.143808,0.858,0.185526,-3.46203510424516
2.148352,1.118,0.182448,-3.47224528036929
2.152896,1.222,0.17964,-3.48245545649343
2.157504,1.404,0.177228,-3.48873864180059
2.162112,1.43,0.175194,-3.49659262343454
2.16672,1.56,0.173538,-3.5028758087417
2.171328,1.742,0.172386,-3.50758819772207
2.175936,1.716,0.17163,-3.51151518853905
2.180544,1.872,0.171378,-3.51308598486583
2.185088,1.716,0.17154,-3.51544217935602
2.189696,1.536,0.17208,-3.51701297568281
2.194304,1.898,0.173088,-3.51465678119262
2.198912,2.08,0.17442,-3.51308598486583
2.20352,1.872,0.17613,-3.51072979037565
2.208128,1.638,0.1782,-3.50680279955868
2.212736,1.82,0.180612,-3.5020904105783
2.21728,1.456,0.183294,-3.49894881792473
2.221888,1.378,0.186264,-3.49266563261757
2.226496,1.43,0.189468,-3.4863824473104
2.231104,1.04,0.19287,-3.47852846567645
2.235648,0.962,0.19638,-3.4714598822059
2.240064,0.91,0.199962,-3.46360590057195
2.24448,0.572,0.20358,-3.4549665207746
2.248896,0.234,0.20727,-3.44711253914065
2.253312,0.182,0.21096,-3.43925855750671
2.257792,0,0.214578,-3.43140457587275
2.26208,-0.156,0.218088,-3.42197979791201
2.266688,-0.768,0.221652,-3.41255501995127
2.271296,-0.468,0.225036,-3.40391564015393
2.275904,-0.676,0.228258,-3.39527626035658
2.280576,-1.066,0.231246,-3.38820767688603
2.285376,-1.248,0.233928,-3.38113909341547
2.290112,-1.404,0.236286,-3.37485590810832
2.294912,-1.43,0.238248,-3.36857272280116
2.299712,-1.586,0.239796,-3.36386033382079
2.304448,-1.664,0.24084,-3.35993334300381
2.309248,-1.82,0.241416,-3.35757714851363
2.313984,-2.048,0.241542,-3.35365015769665
2.318784,-1.95,0.241218,-3.35365015769665
2.32352,-1.846,0.240408,-3.35365015769665
2.32832,-2.028,0.239184,-3.35365015769665
2.333056,-1.898,0.237618,-3.35522095402344
2.337856,-1.716,0.235656,-3.35600635218683
2.342656,-1.794,0.233316,-3.35993334300381
2.347392,-1.43,0.230688,-3.36464573198418
2.352192,-1.456,0.227754,-3.36778732463776
2.356928,-1.456,0.224604,-3.37092891729134
2.361728,-1.024,0.22122,-3.37642670443511
2.3664,-0.832,0.217746,-3.38035369525208
2.371008,-0.65,0.214254,-3.38742227872264
2.375616,-0.52,0.210654,-3.39056387137621
2.380224,-0.338,0.207072,-3.39606165851998
2.384704,-0.13,0.203544,-3.40155944566375
2.389248,0.078,0.200124,-3.40313024199054
2.3936,0.26,0.19692,-3.4078426309709
2.398016,0.494,0.193752,-3.41176962178788
2.402432,0.512,0.190854,-3.41255501995127
2.406976,0.962,0.1881,-3.41648201076825
2.411456,1.144,0.185616,-3.41805280709504
2.416064,1.3,0.183474,-3.41648201076825
2.420672,1.534,0.18162,-3.41805280709504
2.42528,1.508,0.180216,-3.41648201076825
2.429888,1.664,0.179226,-3.41412581627807
2.434496,1.742,0.17865,-3.41098422362449
2.43904,1.872,0.17856,-3.40470103831732
2.443648,1.846,0.178866,-3.39998864933696
2.448256,1.95,0.179658,-3.392134667703
2.452864,1.95,0.180828,-3.38506608423245
2.457472,1.872,0.182322,-3.3772121025985
2.46208,1.95,0.184248,-3.36857272280116
2.466688,1.638,0.186498,-3.35522095402344
2.471232,1.82,0.189054,-3.3457961760627
2.47584,1.508,0.191952,-3.33401520361178
2.480448,1.534,0.195084,-3.31830724034387
