time(s),current(A),cart position(m),pendulum angle(rad)
2.485056,1.118,0.198486,-3.30652626789295
2.489664,1.04,0.202032,-3.29160370278844
2.494144,0.936,0.205722,-3.27746653584733
2.498624,0.754,0.209412,-3.26332936890623
2.50304,0.546,0.213174,-3.24919220196512
2.507456,0.182,0.216936,-3.2358404331874
2.511808,0.182,0.220572,-3.22091786808289
2.516352,0.026,0.224352,-3.20599530297839
2.520768,-0.286,0.227934,-3.19185813603728
2.525376,-0.624,0.231426,-3.17772096909617
2.529984,-0.676,0.234756,-3.16436920031845
2.534656,-0.962,0.237906,-3.15258822786753
2.539328,-1.17,0.240714,-3.13923645908981
2.544128,-1.352,0.24318,-3.1258846903121
2.548864,-1.456,0.245286,-3.11410371786117
2.553664,-1.56,0.246906,-3.10546433806383
2.5584,-1.768,0.248076,-3.09682495826648
2.5632,-1.742,0.248814,-3.08740018030575
2.568,-1.924,0.24903,-3.08111699499858
2.572736,-1.976,0.248796,-3.07483380969143
2.577536,-1.742,0.248112,-3.07090681887445
2.582272,-1.846,0.246978,-3.06855062438426
2.587072,-1.742,0.245466,-3.06383823540389
2.591808,-1.768,0.24354,-3.06383823540389
2.596608,-1.456,0.24129,-3.06226743907711
2.601344,-1.508,0.238698,-3.06226743907711
2.606144,-1.352,0.2358,-3.06383823540389
2.610944,-1.04,0.232686,-3.06462363356729
2.615616,-1.222,0.229428,-3.06619442989408
2.620288,-0.728,0.22599,-3.06855062438426
2.624896,-0.416,0.222534,-3.07169221703785
2.629504,-0.442,0.219042,-3.07326301336464
2.634112,-0.286,0.21555,-3.07561920785482
2.638592,0.234,0.212166,-3.07797540234501
2.643008,0.312,0.208926,-3.07954619867179
2.647488,0.65,0.205866,-3.08190239316198
2.651904,0.78,0.20295,-3.08347318948877
2.65632,0.768,0.200268,-3.08347318948877
2.6608,1.092,0.197802,-3.08425858765217
2.665408,1.274,0.195606,-3.08425858765217
2.670016,1.352,0.19377,-3.08268779132537
2.674624,1.612,0.19233,-3.08111699499858
2.679232,1.742,0.191322,-3.07797540234501
2.68384,1.794,0.190746,-3.07404841152803
2.688448,1.794,0.19062,-3.06855062438426
2.692992,1.794,0.190872,-3.06462363356729
2.6976,1.898,0.191574,-3.05598425376994
2.702208,1.95,0.192636,-3.04813027213599
2.706816,2.002,0.19404,-3.04027629050204
2.711424,1.69,0.19584,-3.0316369107047
2.716032,1.716,0.19791,-3.02064133641717
2.72064,1.716,0.200358,-3.01043116029304
2.725184,1.326,0.20295,-3.00100638233229
2.729792,1.144,0.205866,-2.98844001171797
2.7344,1.024,0.208944,-2.97665903926705
2.738944,0.832,0.212094,-2.96644886314292
2.74336,0.78,0.21528,-2.95388249252859
2.747776,0.572,0.218502,-2.94367231640446
2.752192,0.182,0.22176,-2.93032054762675
2.756608,0.052,0.224928,-2.920895769666
2.761088,-0.052,0.228006,-2.90911479721508
2.765568,-0.494,0.23103,-2.89654842660076
2.770176,-0.572,0.23391,-2.88869444496681
2.774784,-0.936,0.236556,-2.87612807435249
2.779456,-1.092,0.238968,-2.86748869455515
2.784256,-1.248,0.241092,-2.8588493147578
2.788992,-1.3,0.242784,-2.85099533312385
2.793792,-1.586,0.244116,-2.84392674965329
2.798528,-1.612,0.24498,-2.83921436067293
2.803328,-1.768,0.24534,-2.83450197169256
2.808128,-1.924,0.24525,-2.83136037903897
2.812864,-1.846,0.244674,-2.82978958271218
2.817664,-1.924,0.243666,-2.82900418454879
2.8224,-1.768,0.24228,-2.82900418454879
2.8272,-1.846,0.240426,-2.82978958271218
2.831936,-1.742,0.238194,-2.83293117536576
2.836736,-1.508,0.235674,-2.83685816618274
2.841472,-1.56,0.232812,-2.84078515699971
2.846272,-1.3,0.229626,-2.84549754598008
2.851008,-1.092,0.226224,-2.85178073128725
2.855744,-0.884,0.222714,-2.8580639165944
2.860352,-0.754,0.219096,-2.86434710190157
2.86496,-0.494,0.215388,-2.87063028720872
2.869504,-0.104,0.211626,-2.87769887067928
2.874048,0.052,0.207972,-2.88555285231323
2.8784,0.208,0.204498,-2.8902652412936
2.882816,0.416,0.201042,-2.89890462109095
2.887232,0.65,0.197748,-2.90440240823471
2.891648,0.884,0.194652,-2.91068559354187
2.896192,1.04,0.1917,-2.91539798252224
2.9008,1.17,0.189036,-2.920895769666
2.905408,1.404,0.186696,-2.92560815864638
2.910016,1.482,0.184752,-2.93032054762675
2.91456,1.638,0.183186,-2.93267674211693
2.919168,1.872,0.18207,-2.93581833477051
2.923776,1.846,0.181386,-2.9373891310973
2.928384,1.794,0.181188,-2.93581833477051
2.932992,1.82,0.181368,-2.9373891310973
2.9376,1.872,0.181926,-2.93660373293391
2.942208,1.794,0.182916,-2.93267674211693
2.946752,2.002,0.184212,-2.93110594579014
2.95136,1.794,0.18585,-2.92874975129995
2.955968,1.534,0.187794,-2.92403736231959
2.960576,1.404,0.190026,-2.92011037150261
2.965184,1.196,0.192402,-2.91618338068564
2.969792,1.17,0.195012,-2.90990019537847
2.974272,0.754,0.197676,-2.90440240823471
2.978688,0.676,0.200376,-2.90047541741773
2.983168,0.338,0.203112,-2.89576302843736
2.987584,0.078,0.20583,-2.88947984313021
2.992,-0.026,0.208512,-2.88633825047662
2.996544,-0.512,0.211122,-2.88162586149625
3.001088,-0.546,0.21357,-2.87691347251589
3.005696,-0.728,0.215856,-2.8745572780257
3.010432,-1.28,0.21789,-2.87220108353551
3.015168,-1.196,0.219618,-2.86905949088193
3.019968,-1.352,0.22104,-2.86827409271854
3.024704,-1.534,0.22194,-2.86827409271854
3.029504,-1.742,0.222408,-2.86905949088193
3.03424,-1.56,0.222462,-2.87141568537212
3.03904,-1.846,0.222048,-2.8745572780257
3.04384,-1.872,0.221166,-2.88005506516946
3.048576,-1.924,0.219834,-2.88555285231323
3.053376,-1.846,0.21816,-2.89105063945699
3.058112,-1.846,0.216108,-2.89890462109095
3.062912,-1.794,0.213588,-2.90990019537847
3.067648,-1.638,0.210816,-2.91932497333921
3.072448,-1.326,0.20772,-2.92796435313656
3.077248,-1.248,0.204336,-2.93974532558748
3.081984,-1.17,0.200736,-2.9523116962018
3.086656,-0.832,0.19701,-2.96487806681612
3.091264,-0.546,0.193284,-2.97351744661347
3.095872,-0.26,0.189468,-2.99001080804477
3.10048,-0.13,0.185634,-3.00179178049569
3.10496,0.026,0.181962,-3.01043116029304
3.109312,0.416,0.178488,-3.02613912356093
3.113792,0.546,0.175068,-3.03634929968507
3.118208,0.754,0.171918,-3.04813027213599
3.122688,0.988,0.168858,-3.05912584642352
3.127232,1.118,0.166176,-3.06619442989408
3.13184,1.43,0.163746,-3.07640460601821
3.136448,1.404,0.16173,-3.08504398581556
3.140992,1.534,0.16011,-3.0944687637763
3.1456,1.82,0.15894,-3.10075194908346
3.150208,1.846,0.15822,-3.10624973622722
3.154816,1.924,0.158004,-3.1109621252076
3.159424,1.82,0.158202,-3.11488911602457
3.164032,1.95,0.158814,-3.11881610684154
3.16864,1.794,0.159822,-3.11960150500494
3.173184,1.794,0.161226,-3.12117230133173
3.177792,1.586,0.162882,-3.12274309765852
3.1824,1.612,0.164916,-3.12038690316833
3.187008,1.274,0.167148,-3.12038690316833
3.191616,1.066,0.16956,-3.11960150500494
3.196096,1.066,0.172152,-3.11645991235136
3.20064,0.832,0.174798,-3.11567451418796
3.205056,0.442,0.177462,-3.11331831969778
3.209472,0.312,0.180162,-3.1109621252076
3.213952,0.026,0.182808,-3.1101767270442
3.218368,-0.104,0.185382,-3.10782053255401
3.222976,-0.52,0.187938,-3.10546433806383
3.227584,-0.702,0.190242,-3.10546433806383
3.232256,-1.066,0.192384,-3.10467893990043
3.236992,-1.196,0.194238,-3.10467893990043
3.241792,-1.326,0.195714,-3.10546433806383
3.246528,-1.56,0.19683,-3.10782053255401
3.251328,-1.586,0.197442,-3.10939132888081
3.256128,-1.716,0.197604,-3.11331831969778
3.260864,-1.82,0.197316,-3.11960150500494
3.265664,-1.872,0.196596,-3.1250992921487
3.2704,-1.898,0.195462,-3.13295327378265
3.2752,-1.534,0.193878,-3.13845106092642
3.279936,-2.002,0.191916,-3.15023203337734
3.284736,-1.586,0.189594,-3.1580860150113
3.289472,-1.742,0.18702,-3.16751079297204
3.294272,-1.222,0.18405,-3.18243335807654
3.299072,-1.144,0.180846,-3.19264353420068
3.303808,-1.17,0.177534,-3.205209904815
3.30848,-0.546,0.174078,-3.21856167359271
3.313088,-0.572,0.170568,-3.23112804420703
3.317696,-0.468,0.16713,-3.24290901665795
3.322112,-0.078,0.1638,-3.2515483964553
3.326592,0.104,0.160524,-3.26568556339641
3.331008,0.338,0.157446,-3.27668113768394
3.335424,0.65,0.15453,-3.28610591564468
3.339968,1.04,0.151776,-3.29553069360542
3.344512,1.024,0.149274,-3.30574086972956
3.34912,1.404,0.147168,-3.31516564769029
3.353728,1.404,0.145386,-3.32380502748764
3.358336,1.664,0.144072,-3.3293028146314
3.362944,1.794,0.143208,-3.33480060177517
3.367552,1.872,0.142758,-3.34108378708233
3.37216,2.054,0.142812,-3.34343998157252
3.376704,1.846,0.143208,-3.34736697238949
3.381312,1.82,0.144054,-3.34815237055288
3.38592,1.924,0.145296,-3.34736697238949
3.390528,1.536,0.146826,-3.35050856504307
3.395136,1.404,0.148716,-3.34893776871628
3.399744,1.612,0.150948,-3.34422537973591
3.404352,1.3,0.15336,-3.34422537973591
3.408896,1.144,0.155988,-3.34108378708233
3.41344,0.806,0.158778,-3.33637139810196
3.417856,0.702,0.161514,-3.33480060177517
3.422272,0.286,0.164358,-3.3293028146314
3.426752,0.156,0.167202,-3.32537582381443
3.431232,0,0.17001,-3.32223423116085
3.435584,-0.39,0.172656,-3.31673644401708
3.440192,-0.468,0.175266,-3.3135948513635
3.4448,-0.832,0.17766,-3.31045325870993
3.449472,-1.092,0.179838,-3.30652626789295
3.454272,-1.144,0.181746,-3.30417007340276
3.459008,-1.456,0.18324,-3.30338467523937
3.463808,-1.664,0.184248,-3.30181387891258
3.468544,-1.664,0.184878,-3.30259927707597
3.473344,-1.794,0.185094,-3.30259927707597
3.478144,-2.048,0.184788,-3.30495547156616
3.48288,-1.846,0.184068,-3.30731166605634
3.48768,-1.846,0.182988,-3.31202405503672
3.492416,-1.976,0.181458,-3.31516564769029
3.497216,-1.508,0.179604,-3.32066343483406
3.501952,-1.69,0.177462,-3.32773201830461
3.506752,-1.404,0.17496,-3.33401520361178
3.511552,-1.222,0.172278,-3.34108378708233
3.516224,-0.884,0.169452,-3.34893776871628
3.520832,-0.832,0.166572,-3.35522095402344
3.52544,-0.442,0.163602,-3.362289537494
3.530048,-0.182,0.16065,-3.37014351912795
3.534528,0.026,0.157806,-3.37642670443511
3.53888,0.312,0.155142,-3.38270988974226
3.543296,0.442,0.152568,-3.38899307504943
3.547712,0.754,0.150228,-3.3929200658664
3.552256,0.988,0.148086,-3.39920325117356
3.556736,1.274,0.14625,-3.40313024199054
3.561344,1.3,0.144738,-3.40548643648072
3.565952,1.586,0.143658,-3.4086280291343
3.57056,1.742,0.142974,-3.40941342729769
3.575168,1.82,0.142776,-3.4086280291343
3.579776,1.534,0.142956,-3.40941342729769
3.584384,1.872,0.143532,-3.40705723280751
3.588992,1.872,0.144558,-3.40391564015393
3.593536,2.054,0.145908,-3.40077404750035
3.598144,1.742,0.147672,-3.39527626035658
3.602752,1.612,0.14976,-3.39056387137621
3.60736,1.716,0.152136,-3.38349528790566
3.611968,1.248,0.154764,-3.3772121025985
3.616576,1.066,0.157608,-3.36857272280116
3.621056,1.04,0.16056,-3.35993334300381
3.6256,0.572,0.163602,-3.35286475953325
3.630016,0.468,0.166626,-3.3457961760627
3.634368,0.052,0.169614,-3.33637139810196
3.638784,-0.052,0.172602,-3.32851741646801
3.643328,-0.26,0.1755,-3.31909263850727
3.647936,-0.65,0.178308,-3.31045325870993
3.65248,-0.858,0.180882,-3.30181387891258
3.657216,-1.144,0.183258,-3.29474529544203
3.661952,-1.222,0.185238,-3.28846211013487
3.666752,-1.56,0.186876,-3.28217892482771
3.671488,-1.792,0.188082,-3.27511034135715
3.676288,-1.82,0.188766,-3.27196874870357
3.681088,-2.048,0.188928,-3.26804175788659
3.685824,-1.742,0.188694,-3.2664709615598
3.690624,-1.924,0.187974,-3.26411476706962
3.69536,-1.82,0.186804,-3.26411476706962
3.70016,-1.716,0.185256,-3.26411476706962
3.704896,-1.638,0.183402,-3.26411476706962
3.709696,-1.378,0.181152,-3.2664709615598
3.714432,-1.28,0.178632,-3.26882715604999
3.719232,-1.066,0.175968,-3.27118335054018
3.723904,-0.832,0.173178,-3.27353954503036
3.728512,-0.52,0.17028,-3.27825193401073
3.73312,-0.512,0.1674,-3.28139352666431
3.737536,-0.026,0.164682,-3.2829643229911
3.741952,0.234,0.162,-3.28610591564468
3.746432,0.52,0.159444,-3.28924750829826
3.750848,0.728,0.157122,-3.29003290646165
3.755328,0.936,0.155016,-3.29160370278844
3.759872,1.274,0.153216,-3.29238910095184
3.76448,1.326,0.151704,-3.29081830462505
3.769088,1.482,0.150606,-3.29081830462505
3.773696,1.716,0.149976,-3.28846211013487
3.77824,1.846,0.149778,-3.28453511931789
3.782848,1.872,0.150012,-3.28217892482771
3.787456,1.872,0.150714,-3.27589573952054
3.792064,2.002,0.151812,-3.26882715604999
3.796672,1.82,0.15327,-3.26254397074283
3.80128,1.638,0.155088,-3.25311919278209
3.805888,1.69,0.157284,-3.24290901665795
3.810496,1.43,0.159678,-3.2358404331874
3.81504,1.352,0.162378,-3.22563025706327
3.819648,1.014,0.165258,-3.21384928461234
3.824192,0.702,0.168228,-3.20285371032481
3.828608,0.598,0.17118,-3.19342893236407
3.833024,0.182,0.174168,-3.18243335807654
3.83744,0.13,0.177138,-3.17143778378901
3.841984,-0.182,0.180072,-3.16201300582827
3.846592,-0.572,0.18288,-3.15101743154074
3.8512,-0.728,0.185454,-3.13923645908981
3.855872,-1.04,0.187884,-3.12824088480229
3.860672,-1.222,0.1899,-3.11960150500494
3.865408,-1.43,0.191574,-3.11174752337099
3.870208,-1.612,0.192816,-3.10389354173704
3.874944,-1.69,0.1935,-3.09682495826648
3.879744,-1.924,0.193698,-3.0936833656129
3.88448,-1.742,0.193446,-3.08740018030575
3.88928,-1.924,0.192726,-3.08425858765217
3.89408,-1.846,0.191538,-3.08347318948877
3.898816,-1.794,0.189936,-3.08190239316198
3.903616,-1.612,0.188028,-3.08111699499858
3.908352,-1.456,0.185742,-3.08111699499858
3.913152,-1.222,0.18315,-3.08190239316198
3.917888,-1.014,0.180396,-3.08504398581556
3.922624,-0.858,0.177534,-3.08582938397896
3.927232,-0.39,0.1746,-3.08897097663253
3.931776,-0.208,0.17163,-3.09132717112272
3.936256,0.078,0.168822,-3.09289796744951
3.940608,0.284,0.166176,-3.0952541619397
3.945024,0.598,0.163602,-3.09761035642988
3.94944,0.806,0.161226,-3.09761035642988
3.953984,1.04,0.159084,-3.09839575459328
3.958528,1.248,0.157248,-3.09761035642988
3.963136,1.482,0.155736,-3.09918115275667
3.967744,1.534,0.154656,-3.09682495826648
3.972352,1.716,0.154062,-3.09289796744951
3.97696,1.898,0.153882,-3.09211256928611
3.981568,1.846,0.154152,-3.08818557846914
3.986176,1.846,0.154908,-3.08111699499858
3.99072,1.95,0.156006,-3.07640460601821
3.995328,1.768,0.157482,-3.06933602254766
3.999936,1.612,0.159318,-3.06148204091371
4.004544,1.586,0.161388,-3.05362805927976
4.009152,1.3,0.163782,-3.04341788315562
4.01376,1.196,0.166338,-3.03477850335828
4.01824,0.728,0.168966,-3.02692452172433
4.02272,0.598,0.171684,-3.0159289474368
4.027136,0.182,0.174402,-3.00728956763945
4.031552,-0.026,0.177048,-2.99865018784211
4.036096,-0.234,0.179712,-2.99001080804477
4.040704,-0.52,0.182268,-2.98137142824742
4.045248,-0.78,0.184554,-2.97194665028668
4.049984,-1.04,0.186642,-2.96566346497952
4.05472,-1.222,0.188442,-2.95780948334557
4.05952,-1.378,0.189756,-2.95074089987501
4.064256,-1.586,0.190692,-2.94681390905804
4.069056,-1.768,0.191142,-2.94210152007767
4.073792,-1.898,0.191142,-2.93895992742409
4.078592,-1.976,0.19062,-2.9373891310973
4.083392,-1.976,0.189684,-2.93660373293391
4.088128,-1.742,0.188352,-2.93660373293391
4.092928,-1.846,0.18657,-2.93817452926069
4.097664,-1.482,0.184428,-2.93974532558748
4.102464,-1.56,0.182034,-2.94288691824107
4.107264,-0.988,0.179298,-2.94602851089464
4.111808,-0.988,0.176526,-2.94995550171162
4.116416,-0.65,0.17361,-2.95545328885539
4.121024,-0.442,0.170586,-2.95938027967236
4.125568,-0.13,0.167652,-2.96409266865273
4.130048,0.13,0.164736,-2.9695904557965
4.134528,0.416,0.162018,-2.97273204845008
4.138944,0.65,0.159462,-2.97665903926705
4.143424,0.988,0.157086,-2.98058603008403
4.147968,1.248,0.154998,-2.9837276227376
4.152576,1.404,0.153234,-2.98608381722779
4.15712,1.586,0.151884,-2.98844001171797
4.161728,1.742,0.15093,-2.98922540988137
4.166336,1.768,0.150462,-2.98922540988137
4.170944,1.846,0.150462,-2.98765461355458
4.175552,2.054,0.150894,-2.98686921539118
4.18016,2.028,0.151722,-2.984513020901
4.184768,1.69,0.152964,-2.98058603008403
4.189376,1.664,0.154494,-2.97822983559384
4.19392,1.69,0.156348,-2.97194665028668
4.198528,1.248,0.158472,-2.96723426130631
4.203136,1.092,0.160776,-2.96173647416254
4.20768,0.702,0.163224,-2.95623868701878
4.212096,0.624,0.165654,-2.95152629803841
4.216512,0.156,0.168138,-2.94602851089464
4.220864,0.026,0.170532,-2.94053072375088
4.22528,-0.26,0.172926,-2.93581833477051
4.229888,-0.52,0.175194,-2.93032054762675
4.234496,-0.78,0.177264,-2.92639355680977
4.239168,-1.066,0.1791,-2.92246656599279
4.243968,-1.3,0.180594,-2.91853957517582
4.248704,-1.43,0.18171,-2.91775417701243
4.253504,-1.612,0.182358,-2.91696877884903
4.258304,-1.82,0.182538,-2.91618338068564
4.26304,-1.898,0.182268,-2.91853957517582
4.26784,-2.028,0.181512,-2.92011037150261
4.272576,-1.768,0.180342,-2.92246656599279
4.277376,-1.638,0.178776,-2.92874975129995
4.282112,-1.768,0.176778,-2.93267674211693
4.286912,-1.248,0.174474,-2.93974532558748
4.291712,-1.534,0.171918,-2.94759930722144
4.296448,-0.936,0.169056,-2.95545328885539
4.301056,-0.91,0.166158,-2.96252187232594
4.305664,-0.442,0.163188,-2.97037585395989
4.310272,-0.026,0.160128,-2.97901523375724
4.314688,0.052,0.157212,-2.98529841906439
4.31904,0.256,0.154458,-2.99472319702514
4.323456,0.65,0.151776,-3.00100638233229
4.327872,0.858,0.149292,-3.00886036396624
4.332416,1.144,0.14706,-3.0159289474368
4.337024,1.248,0.145098,-3.02221213274396
4.341632,1.612,0.143568,-3.02613912356093
4.346176,1.638,0.142452,-3.0316369107047
4.350784,1.794,0.141786,-3.03477850335828
4.355392,1.95,0.141606,-3.03792009601186
4.36,1.794,0.14184,-3.03949089233865
4.364608,1.872,0.142524,-3.04106168866544
4.369216,1.768,0.143514,-3.04027629050204
4.373824,1.768,0.144918,-3.04106168866544
4.378432,1.43,0.146592,-3.03870549417525
4.382976,1.17,0.148572,-3.03792009601186
4.387584,1.17,0.150714,-3.03634929968507
4.392128,0.858,0.153,-3.03399310519488
4.396544,0.65,0.155322,-3.03242230886809
4.40096,0.338,0.157662,-3.02849531805112
4.405376,0.026,0.159984,-3.02613912356093
4.409856,-0.234,0.162162,-3.02535372539754
4.4144,-0.624,0.164304,-3.02299753090736
4.419008,-1.024,0.166212,-3.02142673458057
4.423808,-1.092,0.167904,-3.02142673458057
4.428544,-1.3,0.1692,-3.02064133641717
4.433344,-1.508,0.170082,-3.02142673458057
4.438144,-1.69,0.170496,-3.02535372539754
4.44288,-1.846,0.17046,-3.02770991988772
4.44768,-1.82,0.169938,-3.0316369107047
4.452416,-1.846,0.16902,-3.03792009601186
4.457216,-1.898,0.167652,-3.04420328131902
4.461952,-2.048,0.165888,-3.05048646662618
4.466752,-1.482,0.163818,-3.05991124458692
4.471488,-1.43,0.161352,-3.06933602254766
4.476288,-1.144,0.158634,-3.07797540234501
4.48096,-0.962,0.155826,-3.08740018030575
4.485568,-0.546,0.152928,-3.09682495826648
4.490176,-0.286,0.149922,-3.10860593071741
4.494592,-0.026,0.147096,-3.11724531051475
4.499008,0.208,0.144306,-3.12745548663889
4.503488,0.52,0.14166,-3.13609486643624
4.507904,0.806,0.13923,-3.14551964439697
4.512384,1.014,0.137016,-3.15337362603092
4.516992,1.274,0.13509,-3.16122760766487
4.5216,1.534,0.13356,-3.16829619113543
4.526208,1.742,0.132462,-3.17379397827919
4.530816,1.898,0.13185,-3.17693557093278
4.535424,1.846,0.131688,-3.18243335807654
4.540032,1.924,0.13194,-3.18636034889351
4.544576,1.976,0.132696,-3.18636034889351
4.549184,1.82,0.133758,-3.1895019415471
4.553792,1.586,0.135198,-3.1895019415471
4.5584,1.456,0.137016,-3.1887165433837
4.563008,1.3,0.139014,-3.1887165433837
4.567616,1.04,0.141282,-3.18636034889351
4.572096,0.702,0.143676,-3.18400415440333
4.576512,0.494,0.14598,-3.18478955256672
4.580992,0.13,0.148428,-3.18086256174975
4.585472,-0.052,0.150876,-3.17929176542296
4.590016,-0.286,0.153126,-3.17772096909617
4.594624,-0.728,0.155268,-3.17536477460599
4.599296,-1.014,0.157266,-3.17536477460599
4.604032,-1.222,0.158976,-3.17457937644259
4.608832,-1.536,0.1602,-3.17457937644259
4.613632,-1.586,0.161046,-3.17615017276938
4.618368,-1.82,0.161496,-3.17850636725957
4.623168,-1.716,0.161424,-3.18243335807654
4.627904,-1.95,0.160884,-3.18557495073012
4.632704,-1.742,0.159984,-3.19185813603728
4.63744,-2.048,0.158634,-3.19814132134444
4.64224,-1.664,0.156852,-3.20285371032481
4.646976,-1.378,0.154836,-3.21227848828555
4.651776,-1.248,0.152532,-3.22091786808289
4.656512,-0.884,0.149958,-3.22877184971685
4.66112,-0.702,0.147366,-3.23741122951419
4.665728,-0.338,0.144702,-3.24605060931154
4.670272,-0.13,0.142092,-3.25547538727227
4.674752,0.182,0.1395,-3.26254397074283
4.679232,0.442,0.137124,-3.27118335054018
4.683648,0.78,0.134946,-3.27668113768394
4.688128,1.066,0.132948,-3.28532051748129
4.692736,1.196,0.131274,-3.29003290646165
4.697344,1.482,0.129978,-3.29553069360542
4.701952,1.638,0.129096,-3.30181387891258
4.70656,1.792,0.128754,-3.30259927707597
4.711168,2.028,0.128772,-3.30652626789295
4.715712,1.846,0.129222,-3.30888246238314
4.72032,1.768,0.130158,-3.30652626789295
4.724928,2.002,0.131436,-3.30652626789295
4.729536,1.536,0.133056,-3.30652626789295
4.734144,1.43,0.135036,-3.30259927707597
4.738752,1.274,0.137286,-3.29945768442239
4.74336,0.936,0.13968,-3.29788688809561
4.747776,0.858,0.142182,-3.29395989727863
4.752192,0.442,0.144774,-3.28846211013487
4.756544,0.234,0.147276,-3.28532051748129
4.761024,-0.052,0.149868,-3.28217892482771
4.765568,-0.416,0.152298,-3.27746653584733
4.770176,-0.78,0.154602,-3.27353954503036
4.774848,-1.066,0.156672,-3.27118335054018
4.779648,-1.196,0.158472,-3.26804175788659
4.784384,-1.482,0.159876,-3.2664709615598
4.789184,-1.586,0.160776,-3.26411476706962
4.79392,-1.898,0.16128,-3.26490016523302
4.79872,-1.69,0.161316,-3.2664709615598
4.80352,-1.898,0.160866,-3.2664709615598
4.808256,-1.898,0.16002,-3.27039795237678
4.813056,-1.664,0.158796,-3.27432494319375
4.817792,-1.586,0.15714,-3.27746653584733
4.822592,-1.248,0.15525,-3.28217892482771
4.827328,-1.28,0.153144,-3.28846211013487
4.832064,-0.832,0.150822,-3.29395989727863
4.836608,-0.65,0.148482,-3.30024308258579
4.841216,-0.182,0.146106,-3.30417007340276
4.84576,0.078,0.143802,-3.31123865687332
4.850112,0.442,0.14166,-3.31595104585369
4.854528,0.676,0.139698,-3.31830724034387
4.859072,1.014,0.137916,-3.32380502748764
4.863616,1.144,0.13635,-3.32694662014122
4.868224,1.482,0.135252,-3.32773201830461
4.872832,1.69,0.134496,-3.3300882127948
4.87744,1.742,0.134244,-3.3300882127948
4.882048,1.82,0.134388,-3.3300882127948
4.886656,1.95,0.134982,-3.32773201830461
4.891264,1.976,0.136026,-3.32459042565103
4.895872,1.872,0.13743,-3.32223423116085
4.900416,1.638,0.139158,-3.31987803667067
4.905024,1.56,0.141318,-3.31123865687332
4.909632,1.17,0.143604,-3.30652626789295
4.91424,1.066,0.14616,-3.30259927707597
4.918784,0.728,0.148842,-3.29238910095184
4.9232,0.52,0.151488,-3.28767671197147
4.927552,0.13,0.154116,-3.28139352666431
4.932032,-0.026,0.156744,-3.27275414686696
4.936576,-0.598,0.159318,-3.2672563597232
4.941184,-0.702,0.161676,-3.25940237808925
4.945856,-1.118,0.1638,-3.25468998910888
4.950592,-1.3,0.1656,-3.24919220196512
4.955392,-1.456,0.16704,-3.24290901665795
4.960192,-1.69,0.16803,-3.24055282216777
4.964928,-1.794,0.168444,-3.23976742400438
4.969728,-1.95,0.16839,-3.2358404331874
4.974464,-1.794,0.16794,-3.235055035024
4.979264,-2.08,0.167058,-3.2358404331874
4.984,-1.586,0.165726,-3.23662583135079
4.9888,-1.43,0.164088,-3.23898202584098
